date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:53:37	33998/33998	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:35%20GMT	http://web-rockstars.com/purple/?page_id=173	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index1833.html	(from http://web-rockstars.com/purple/)
23:53:37	31701/31701	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:35%20GMT	http://web-rockstars.com/purple/?page_id=98	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index1956.html	(from http://web-rockstars.com/purple/)
23:53:39	35043/35043	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:38%20GMT	http://web-rockstars.com/purple/?page_id=597	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index7f82.html	(from http://web-rockstars.com/purple/)
23:53:40	37094/37094	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:39%20GMT	http://web-rockstars.com/purple/?page_id=600	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index66ae.html	(from http://web-rockstars.com/purple/)
23:53:42	26509/26509	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:41%20GMT	http://web-rockstars.com/purple/?page_id=603	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index5193.html	(from http://web-rockstars.com/purple/)
23:53:45	113733/113733	---M--	200	added ('OK')	image/jpeg	etag:%221bc45-56050a648eac0%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_030.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_030.jpg	(from http://web-rockstars.com/purple/)
23:53:46	36739/36739	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:44%20GMT	http://web-rockstars.com/purple/?page_id=606	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexb32f.html	(from http://web-rockstars.com/purple/)
23:53:46	68913/68913	---M--	200	added ('OK')	image/jpeg	etag:%2210d31-56050a61b2400%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_019-600x400.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_019-600x400.jpg	(from http://web-rockstars.com/purple/)
23:53:48	36836/36836	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:47%20GMT	http://web-rockstars.com/purple/?page_id=657	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexbf0b.html	(from http://web-rockstars.com/purple/)
23:53:49	30910/30910	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:48%20GMT	http://web-rockstars.com/purple/?page_id=871	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index13f6.html	(from http://web-rockstars.com/purple/)
23:53:52	47069/47069	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:50%20GMT	http://web-rockstars.com/purple/?page_id=873	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexfc13.html	(from http://web-rockstars.com/purple/)
23:53:53	58382/58382	---M--	200	added ('OK')	image/jpeg	etag:%22e40e-56050a5b05440%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_022-600x400.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_022-600x400.jpg	(from http://web-rockstars.com/purple/)
23:53:54	114856/114856	---M--	200	added ('OK')	image/jpeg	etag:%221c0a8-56050a60be1c0%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_019.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_019.jpg	(from http://web-rockstars.com/purple/)
23:53:54	30611/30611	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:54%20GMT	http://web-rockstars.com/purple/?page_id=3745	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexfc67.html	(from http://web-rockstars.com/purple/)
23:53:57	28485/28485	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:56%20GMT	http://web-rockstars.com/purple/?page_id=543	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index841b.html	(from http://web-rockstars.com/purple/)
23:53:57	27301/27301	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:56%20GMT	http://web-rockstars.com/purple/?page_id=548	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index5922.html	(from http://web-rockstars.com/purple/)
23:53:57	69104/69104	---M--	200	added ('OK')	image/jpeg	etag:%2210df0-56050a591cfc0%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_022.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_022.jpg	(from http://web-rockstars.com/purple/)
23:53:58	37402/37402	---M--	200	added ('OK')	image/jpeg	etag:%22921a-56050a5828d80%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_016-600x400.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_016-600x400.jpg	(from http://web-rockstars.com/purple/)
23:53:59	31098/31098	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:58%20GMT	http://web-rockstars.com/purple/?page_id=532	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexd1f1.html	(from http://web-rockstars.com/purple/)
23:54:00	28648/28648	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:23:59%20GMT	http://web-rockstars.com/purple/?page_id=525	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index9b8d.html	(from http://web-rockstars.com/purple/)
23:54:01	32974/32974	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:00%20GMT	http://web-rockstars.com/purple/?page_id=470	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index91e3.html	(from http://web-rockstars.com/purple/)
23:54:02	52770/52770	---M--	200	added ('OK')	image/jpeg	etag:%22ce22-56050a5640900%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_016.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_016.jpg	(from http://web-rockstars.com/purple/)
23:54:02	35320/35320	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:01%20GMT	http://web-rockstars.com/purple/?page_id=513	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexa656.html	(from http://web-rockstars.com/purple/)
23:54:04	46592/46592	---M--	200	added ('OK')	image/jpeg	etag:%22b600-56050a460a2c0%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_043-600x400.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_043-600x400.jpg	(from http://web-rockstars.com/purple/)
23:54:04	27397/27397	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:03%20GMT	http://web-rockstars.com/purple/?page_id=501	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexf27a.html	(from http://web-rockstars.com/purple/)
23:54:04	30261/30261	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:04%20GMT	http://web-rockstars.com/purple/?page_id=508	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index58ff.html	(from http://web-rockstars.com/purple/)
23:54:06	29304/29304	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:06%20GMT	http://web-rockstars.com/purple/?page_id=465	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/index2e51.html	(from http://web-rockstars.com/purple/)
23:54:07	33801/33801	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:06%20GMT	http://web-rockstars.com/purple/?page_id=468	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexc93b.html	(from http://web-rockstars.com/purple/)
23:54:08	65661/65661	---M--	200	added ('OK')	image/jpeg	etag:%221007d-56050a4421e40%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_043.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_043.jpg	(from http://web-rockstars.com/purple/)
23:54:09	36804/36804	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:08%20GMT	http://web-rockstars.com/purple/?page_id=970	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexdaca.html	(from http://web-rockstars.com/purple/)
23:54:10	36678/36678	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2018:24:09%20GMT	http://web-rockstars.com/purple/?page_id=968	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/indexc736.html	(from http://web-rockstars.com/purple/)
23:54:11	64081/64081	---M--	200	added ('OK')	image/jpeg	etag:%22fa51-56050a42399c0%22	http://web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_033-600x400.jpg	C:/ZZZ%20u/Web/Purple/Purple/web-rockstars.com/purple/wp-content/uploads/2017/12/portfolio_033-600x400.jpg	(from http://web-rockstars.com/purple/)
